Sample Name	Assay Name	Protocol REF	Performer	Date	Comment [note]	Parameter Value [group1.insecticidal substance]	Term Source Ref	Term Accession Number	Parameter Value [group1.concentration]	Unit	Term Source Ref	Term Accession Number	Parameter Value [duration of exposure]	Unit	Term Source Ref	Term Accession Number	Raw Data File
PMI2334	PMI.IR_WHO.PMI2334.Pirimiphos-methyl 1.0%	IR_WHO				pirimiphos-methyl	MIRO	10000082	1	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI2335	PMI.IR_WHO.PMI2335.Alphacypermethrin 0.1%	IR_WHO				alpha-cypermethrin	MIRO	10000128	0.1	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI2336	PMI.IR_WHO.PMI2336.Bendiocarb 0.1%	IR_WHO				bendiocarb	MIRO	10000006	0.1	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI2337	PMI.IR_WHO.PMI2337.Cyfluthrin 0.15%	IR_WHO				cyfluthrin	MIRO	10000122	0.15	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI2338	PMI.IR_WHO.PMI2338.Dieldrin 4.0%	IR_WHO				dieldrin	MIRO	10000160	4	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI2339	PMI.IR_WHO.PMI2339.Fenitrothion 1.0%	IR_WHO				fenitrothion	MIRO	10000056	1	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI2340	PMI.IR_WHO.PMI2340.Lambda-cyhalothrin 0.05%	IR_WHO				lambda-cyhalothrin	MIRO	10000125	0.05	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI2341	PMI.IR_WHO.PMI2341.Malathion 5.0%	IR_WHO				malathion	MIRO	10000065	5	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI2342	PMI.IR_WHO.PMI2342.Permethrin 0.75%	IR_WHO				permethrin	MIRO	10000144	0.75	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI2343	PMI.IR_WHO.PMI2343.Pirimiphos-methyl 1.0%	IR_WHO				pirimiphos-methyl	MIRO	10000082	1	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI2344	PMI.IR_WHO.PMI2344.Alphacypermethrin 0.1%	IR_WHO				alpha-cypermethrin	MIRO	10000128	0.1	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI2345	PMI.IR_WHO.PMI2345.Bendiocarb 0.1%	IR_WHO				bendiocarb	MIRO	10000006	0.1	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI2347	PMI.IR_WHO.PMI2347.Cyfluthrin 0.15%	IR_WHO				cyfluthrin	MIRO	10000122	0.15	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI2348	PMI.IR_WHO.PMI2348.Deltamethrin 0.05%	IR_WHO				deltamethrin	MIRO	10000133	0.05	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI2349	PMI.IR_WHO.PMI2349.Fenitrothion 1.0%	IR_WHO				fenitrothion	MIRO	10000056	1	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI2350	PMI.IR_WHO.PMI2350.Permethrin 0.75%	IR_WHO				permethrin	MIRO	10000144	0.75	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI2351	PMI.IR_WHO.PMI2351.Pirimiphos-methyl 1.0%	IR_WHO				pirimiphos-methyl	MIRO	10000082	1	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI2352	PMI.IR_WHO.PMI2352.Alphacypermethrin 0.1%	IR_WHO				alpha-cypermethrin	MIRO	10000128	0.1	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI2353	PMI.IR_WHO.PMI2353.Bendiocarb 0.1%	IR_WHO				bendiocarb	MIRO	10000006	0.1	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI2354	PMI.IR_WHO.PMI2354.Fenitrothion 1.0%	IR_WHO				fenitrothion	MIRO	10000056	1	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI2355	PMI.IR_WHO.PMI2355.Permethrin 0.75%	IR_WHO				permethrin	MIRO	10000144	0.75	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI2356	PMI.IR_WHO.PMI2356.Pirimiphos-methyl 1.0%	IR_WHO				pirimiphos-methyl	MIRO	10000082	1	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI2357	PMI.IR_WHO.PMI2357.Bendiocarb 0.1%	IR_WHO				bendiocarb	MIRO	10000006	0.1	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI2359	PMI.IR_WHO.PMI2359.DDT 4.0%	IR_WHO				DDT	MIRO	10000157	4	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI2360	PMI.IR_WHO.PMI2360.Deltamethrin 0.05%	IR_WHO				deltamethrin	MIRO	10000133	0.05	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI2361	PMI.IR_WHO.PMI2361.Deltamethrin 0.05%	IR_WHO				deltamethrin	MIRO	10000133	0.05	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI2364	PMI.IR_WHO.PMI2364.Permethrin 0.75%	IR_WHO				permethrin	MIRO	10000144	0.75	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI2365	PMI.IR_WHO.PMI2365.Permethrin 0.75%	IR_WHO				permethrin	MIRO	10000144	0.75	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI2366	PMI.IR_WHO.PMI2366.Bendiocarb 0.1%	IR_WHO				bendiocarb	MIRO	10000006	0.1	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI2367	PMI.IR_WHO.PMI2367.Deltamethrin 0.05%	IR_WHO				deltamethrin	MIRO	10000133	0.05	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI2369	PMI.IR_WHO.PMI2369.Permethrin 0.75%	IR_WHO				permethrin	MIRO	10000144	0.75	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI2370	PMI.IR_WHO.PMI2370.DDT 4.0%	IR_WHO				DDT	MIRO	10000157	4	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI2372	PMI.IR_WHO.PMI2372.Fenitrothion 1.0%	IR_WHO				fenitrothion	MIRO	10000056	1	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI2373	PMI.IR_WHO.PMI2373.Lambda-cyhalothrin 0.05%	IR_WHO				lambda-cyhalothrin	MIRO	10000125	0.05	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI2374	PMI.IR_WHO.PMI2374.Permethrin 0.75%	IR_WHO				permethrin	MIRO	10000144	0.75	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI2375	PMI.IR_WHO.PMI2375.Propoxur 0.1%	IR_WHO				propoxur	MIRO	10000023	0.1	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI2376	PMI.IR_WHO.PMI2376.DDT 4.0%	IR_WHO				DDT	MIRO	10000157	4	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI2377	PMI.IR_WHO.PMI2377.Deltamethrin 0.05%	IR_WHO				deltamethrin	MIRO	10000133	0.05	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI2378	PMI.IR_WHO.PMI2378.Fenitrothion 1.0%	IR_WHO				fenitrothion	MIRO	10000056	1	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI2379	PMI.IR_WHO.PMI2379.Permethrin 0.75%	IR_WHO				permethrin	MIRO	10000144	0.75	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI2380	PMI.IR_WHO.PMI2380.Propoxur 0.1%	IR_WHO				propoxur	MIRO	10000023	0.1	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI2381	PMI.IR_WHO.PMI2381.DDT 4.0%	IR_WHO				DDT	MIRO	10000157	4	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI2382	PMI.IR_WHO.PMI2382.Deltamethrin 0.05%	IR_WHO				deltamethrin	MIRO	10000133	0.05	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI2383	PMI.IR_WHO.PMI2383.Fenitrothion 1.0%	IR_WHO				fenitrothion	MIRO	10000056	1	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI2384	PMI.IR_WHO.PMI2384.Lambda-cyhalothrin 0.05%	IR_WHO				lambda-cyhalothrin	MIRO	10000125	0.05	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI2385	PMI.IR_WHO.PMI2385.Permethrin 0.75%	IR_WHO				permethrin	MIRO	10000144	0.75	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI2386	PMI.IR_WHO.PMI2386.Propoxur 0.1%	IR_WHO				propoxur	MIRO	10000023	0.1	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI2387	PMI.IR_WHO.PMI2387.DDT 4.0%	IR_WHO				DDT	MIRO	10000157	4	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI2388	PMI.IR_WHO.PMI2388.Deltamethrin 0.05%	IR_WHO				deltamethrin	MIRO	10000133	0.05	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI2389	PMI.IR_WHO.PMI2389.Fenitrothion 1.0%	IR_WHO				fenitrothion	MIRO	10000056	1	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI2390	PMI.IR_WHO.PMI2390.Lambda-cyhalothrin 0.05%	IR_WHO				lambda-cyhalothrin	MIRO	10000125	0.05	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI2391	PMI.IR_WHO.PMI2391.Permethrin 0.75%	IR_WHO				permethrin	MIRO	10000144	0.75	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI2392	PMI.IR_WHO.PMI2392.Propoxur 0.1%	IR_WHO				propoxur	MIRO	10000023	0.1	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI2393	PMI.IR_WHO.PMI2393.DDT 4.0%	IR_WHO				DDT	MIRO	10000157	4	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI2394	PMI.IR_WHO.PMI2394.Deltamethrin 0.05%	IR_WHO				deltamethrin	MIRO	10000133	0.05	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI2395	PMI.IR_WHO.PMI2395.Fenitrothion 1.0%	IR_WHO				fenitrothion	MIRO	10000056	1	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI2397	PMI.IR_WHO.PMI2397.Permethrin 0.75%	IR_WHO				permethrin	MIRO	10000144	0.75	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI2398	PMI.IR_WHO.PMI2398.Propoxur 0.1%	IR_WHO				propoxur	MIRO	10000023	0.1	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI2399	PMI.IR_WHO.PMI2399.DDT 4.0%	IR_WHO				DDT	MIRO	10000157	4	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI2400	PMI.IR_WHO.PMI2400.Fenitrothion 1.0%	IR_WHO				fenitrothion	MIRO	10000056	1	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI2402	PMI.IR_WHO.PMI2402.Permethrin 0.75%	IR_WHO				permethrin	MIRO	10000144	0.75	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI2403	PMI.IR_WHO.PMI2403.Propoxur 0.1%	IR_WHO				propoxur	MIRO	10000023	0.1	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI2404	PMI.IR_WHO.PMI2404.DDT 4.0%	IR_WHO				DDT	MIRO	10000157	4	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI2405	PMI.IR_WHO.PMI2405.Deltamethrin 0.05%	IR_WHO				deltamethrin	MIRO	10000133	0.05	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI2406	PMI.IR_WHO.PMI2406.Fenitrothion 1.0%	IR_WHO				fenitrothion	MIRO	10000056	1	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI2409	PMI.IR_WHO.PMI2409.Propoxur 0.1%	IR_WHO				propoxur	MIRO	10000023	0.1	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI2410	PMI.IR_WHO.PMI2410.DDT 4.0%	IR_WHO				DDT	MIRO	10000157	4	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI2411	PMI.IR_WHO.PMI2411.Deltamethrin 0.05%	IR_WHO				deltamethrin	MIRO	10000133	0.05	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI2412	PMI.IR_WHO.PMI2412.Fenitrothion 1.0%	IR_WHO				fenitrothion	MIRO	10000056	1	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI2415	PMI.IR_WHO.PMI2415.Propoxur 0.1%	IR_WHO				propoxur	MIRO	10000023	0.1	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI2416	PMI.IR_WHO.PMI2416.DDT 4.0%	IR_WHO				DDT	MIRO	10000157	4	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI2417	PMI.IR_WHO.PMI2417.Deltamethrin 0.05%	IR_WHO				deltamethrin	MIRO	10000133	0.05	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI2418	PMI.IR_WHO.PMI2418.Fenitrothion 1.0%	IR_WHO				fenitrothion	MIRO	10000056	1	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI2419	PMI.IR_WHO.PMI2419.Lambda-cyhalothrin 0.05%	IR_WHO				lambda-cyhalothrin	MIRO	10000125	0.05	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI2420	PMI.IR_WHO.PMI2420.Permethrin 0.75%	IR_WHO				permethrin	MIRO	10000144	0.75	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI2421	PMI.IR_WHO.PMI2421.Propoxur 0.1%	IR_WHO				propoxur	MIRO	10000023	0.1	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI2422	PMI.IR_WHO.PMI2422.DDT 4.0%	IR_WHO				DDT	MIRO	10000157	4	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI2423	PMI.IR_WHO.PMI2423.Deltamethrin 0.05%	IR_WHO				deltamethrin	MIRO	10000133	0.05	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI2424	PMI.IR_WHO.PMI2424.Fenitrothion 1.0%	IR_WHO				fenitrothion	MIRO	10000056	1	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI2425	PMI.IR_WHO.PMI2425.Lambda-cyhalothrin 0.05%	IR_WHO				lambda-cyhalothrin	MIRO	10000125	0.05	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI2426	PMI.IR_WHO.PMI2426.Permethrin 0.75%	IR_WHO				permethrin	MIRO	10000144	0.75	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI2427	PMI.IR_WHO.PMI2427.Propoxur 0.1%	IR_WHO				propoxur	MIRO	10000023	0.1	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI2428	PMI.IR_WHO.PMI2428.Deltamethrin 0.05%	IR_WHO				deltamethrin	MIRO	10000133	0.05	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI2429	PMI.IR_WHO.PMI2429.Fenitrothion 1.0%	IR_WHO				fenitrothion	MIRO	10000056	1	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI2430	PMI.IR_WHO.PMI2430.Lambda-cyhalothrin 0.05%	IR_WHO				lambda-cyhalothrin	MIRO	10000125	0.05	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI2431	PMI.IR_WHO.PMI2431.Permethrin 0.75%	IR_WHO				permethrin	MIRO	10000144	0.75	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI2432	PMI.IR_WHO.PMI2432.Propoxur 0.1%	IR_WHO				propoxur	MIRO	10000023	0.1	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI2433	PMI.IR_WHO.PMI2433.DDT 4.0%	IR_WHO				DDT	MIRO	10000157	4	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI2434	PMI.IR_WHO.PMI2434.DDT 4.0%	IR_WHO				DDT	MIRO	10000157	4	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI2435	PMI.IR_WHO.PMI2435.Deltamethrin 0.05%	IR_WHO				deltamethrin	MIRO	10000133	0.05	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI2436	PMI.IR_WHO.PMI2436.Fenitrothion 1.0%	IR_WHO				fenitrothion	MIRO	10000056	1	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI2438	PMI.IR_WHO.PMI2438.Permethrin 0.75%	IR_WHO				permethrin	MIRO	10000144	0.75	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI2439	PMI.IR_WHO.PMI2439.Propoxur 0.1%	IR_WHO				propoxur	MIRO	10000023	0.1	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI2442	PMI.IR_WHO.PMI2442.Fenitrothion 1.0%	IR_WHO				fenitrothion	MIRO	10000056	1	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI2444	PMI.IR_WHO.PMI2444.Permethrin 0.75%	IR_WHO				permethrin	MIRO	10000144	0.75	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI2445	PMI.IR_WHO.PMI2445.Propoxur 0.1%	IR_WHO				propoxur	MIRO	10000023	0.1	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI2446	PMI.IR_WHO.PMI2446.Permethrin 0.75%	IR_WHO				permethrin	MIRO	10000144	0.75	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI2447	PMI.IR_WHO.PMI2447.Propoxur 0.1%	IR_WHO				propoxur	MIRO	10000023	0.1	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI2448	PMI.IR_WHO.PMI2448.Bendiocarb 0.1%	IR_WHO				bendiocarb	MIRO	10000006	0.1	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI2449	PMI.IR_WHO.PMI2449.DDT 4.0%	IR_WHO				DDT	MIRO	10000157	4	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI2450	PMI.IR_WHO.PMI2450.Deltamethrin 0.05%	IR_WHO				deltamethrin	MIRO	10000133	0.05	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI2452	PMI.IR_WHO.PMI2452.Malathion 5.0%	IR_WHO				malathion	MIRO	10000065	5	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI2453	PMI.IR_WHO.PMI2453.Permethrin 0.75%	IR_WHO				permethrin	MIRO	10000144	0.75	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI2454	PMI.IR_WHO.PMI2454.DDT 4.0%	IR_WHO				DDT	MIRO	10000157	4	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI2455	PMI.IR_WHO.PMI2455.Deltamethrin 0.05%	IR_WHO				deltamethrin	MIRO	10000133	0.05	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI2456	PMI.IR_WHO.PMI2456.Fenitrothion 1.0%	IR_WHO				fenitrothion	MIRO	10000056	1	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI2457	PMI.IR_WHO.PMI2457.Lambda-cyhalothrin 0.05%	IR_WHO				lambda-cyhalothrin	MIRO	10000125	0.05	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI2458	PMI.IR_WHO.PMI2458.Permethrin 0.75%	IR_WHO				permethrin	MIRO	10000144	0.75	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI2459	PMI.IR_WHO.PMI2459.Propoxur 0.1%	IR_WHO				propoxur	MIRO	10000023	0.1	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI2461	PMI.IR_WHO.PMI2461.Bendiocarb 0.1%	IR_WHO				bendiocarb	MIRO	10000006	0.1	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI2462	PMI.IR_WHO.PMI2462.DDT 4.0%	IR_WHO				DDT	MIRO	10000157	4	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI2463	PMI.IR_WHO.PMI2463.Fenitrothion 1.0%	IR_WHO				fenitrothion	MIRO	10000056	1	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI2464	PMI.IR_WHO.PMI2464.Lambda-cyhalothrin 0.05%	IR_WHO				lambda-cyhalothrin	MIRO	10000125	0.05	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI2465	PMI.IR_WHO.PMI2465.Permethrin 0.75%	IR_WHO				permethrin	MIRO	10000144	0.75	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI2466	PMI.IR_WHO.PMI2466.Bendiocarb 0.1%	IR_WHO				bendiocarb	MIRO	10000006	0.1	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI2467	PMI.IR_WHO.PMI2467.DDT 4.0%	IR_WHO				DDT	MIRO	10000157	4	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI2468	PMI.IR_WHO.PMI2468.Fenitrothion 1.0%	IR_WHO				fenitrothion	MIRO	10000056	1	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI2469	PMI.IR_WHO.PMI2469.Lambda-cyhalothrin 0.05%	IR_WHO				lambda-cyhalothrin	MIRO	10000125	0.05	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI2470	PMI.IR_WHO.PMI2470.Permethrin 0.75%	IR_WHO				permethrin	MIRO	10000144	0.75	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI2471	PMI.IR_WHO.PMI2471.Bendiocarb 0.1%	IR_WHO				bendiocarb	MIRO	10000006	0.1	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI2473	PMI.IR_WHO.PMI2473.DDT 4.0%	IR_WHO				DDT	MIRO	10000157	4	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI2474	PMI.IR_WHO.PMI2474.Fenitrothion 1.0%	IR_WHO				fenitrothion	MIRO	10000056	1	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI2475	PMI.IR_WHO.PMI2475.Lambda-cyhalothrin 0.05%	IR_WHO				lambda-cyhalothrin	MIRO	10000125	0.05	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI2476	PMI.IR_WHO.PMI2476.Permethrin 0.75%	IR_WHO				permethrin	MIRO	10000144	0.75	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI2477	PMI.IR_WHO.PMI2477.DDT 4.0%	IR_WHO				DDT	MIRO	10000157	4	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI2478	PMI.IR_WHO.PMI2478.Fenitrothion 1.0%	IR_WHO				fenitrothion	MIRO	10000056	1	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI2479	PMI.IR_WHO.PMI2479.Lambda-cyhalothrin 0.05%	IR_WHO				lambda-cyhalothrin	MIRO	10000125	0.05	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI2480	PMI.IR_WHO.PMI2480.Permethrin 0.75%	IR_WHO				permethrin	MIRO	10000144	0.75	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI2481	PMI.IR_WHO.PMI2481.Bendiocarb 0.1%	IR_WHO				bendiocarb	MIRO	10000006	0.1	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI2482	PMI.IR_WHO.PMI2482.DDT 4.0%	IR_WHO				DDT	MIRO	10000157	4	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI2483	PMI.IR_WHO.PMI2483.Fenitrothion 1.0%	IR_WHO				fenitrothion	MIRO	10000056	1	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI2484	PMI.IR_WHO.PMI2484.Lambda-cyhalothrin 0.05%	IR_WHO				lambda-cyhalothrin	MIRO	10000125	0.05	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI2485	PMI.IR_WHO.PMI2485.Permethrin 0.75%	IR_WHO				permethrin	MIRO	10000144	0.75	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI2486	PMI.IR_WHO.PMI2486.DDT 4.0%	IR_WHO				DDT	MIRO	10000157	4	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI2487	PMI.IR_WHO.PMI2487.Fenitrothion 1.0%	IR_WHO				fenitrothion	MIRO	10000056	1	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI2488	PMI.IR_WHO.PMI2488.Lambda-cyhalothrin 0.05%	IR_WHO				lambda-cyhalothrin	MIRO	10000125	0.05	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI2489	PMI.IR_WHO.PMI2489.Permethrin 0.75%	IR_WHO				permethrin	MIRO	10000144	0.75	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI2490	PMI.IR_WHO.PMI2490.Bendiocarb 0.1%	IR_WHO				bendiocarb	MIRO	10000006	0.1	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI2491	PMI.IR_WHO.PMI2491.DDT 4.0%	IR_WHO				DDT	MIRO	10000157	4	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI2492	PMI.IR_WHO.PMI2492.Fenitrothion 1.0%	IR_WHO				fenitrothion	MIRO	10000056	1	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI2493	PMI.IR_WHO.PMI2493.Lambda-cyhalothrin 0.05%	IR_WHO				lambda-cyhalothrin	MIRO	10000125	0.05	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI2494	PMI.IR_WHO.PMI2494.Permethrin 0.75%	IR_WHO				permethrin	MIRO	10000144	0.75	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI2495	PMI.IR_WHO.PMI2495.Bendiocarb 0.1%	IR_WHO				bendiocarb	MIRO	10000006	0.1	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI2496	PMI.IR_WHO.PMI2496.Lambda-cyhalothrin 0.05%	IR_WHO				lambda-cyhalothrin	MIRO	10000125	0.05	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI2497	PMI.IR_WHO.PMI2497.Permethrin 0.75%	IR_WHO				permethrin	MIRO	10000144	0.75	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
